company,department,title,name,theme,article_title,publish_date,article_url,keyword
株式会社東京証券取引所,上場推進部,課長,田村 満,トークディスカッションのゲストモデレーター,大阪・開催万博150日前を契機に、11月は大阪でスタートアップ関連イベントが満載！11月15日（金）から順次開催,2024-10-29,https://prtimes.jp/main/html/rd/p/000000132.000090165.html,課長
有限会社東皇商事,,課長,斎藤真紀子,ドラマ内の登場人物,縦型ショートドラマ『ヤンキー受付嬢は真面目な彼に恋をした？！』株式会社アシタヘと株式会社GOKKOで共同制作、アプリ「POPCORN」で配信開始,2026-06-19,https://prtimes.jp/main/html/rd/p/000000015.000097979.html,課長
東芝デジタルソリューションズ株式会社,ソフトウェア&AIテクノロジーセンター,フェロー,平 博司,セッション3特別講演講師,【セミナーのお知らせ】GXビジネスの収益化を見据えたオープン化戦略,2024-12-02,https://prtimes.jp/main/html/rd/p/000000251.000088324.html,マネジャー
東芝ブレイブルーパス東京株式会社,,クリエイティブディレクター,松尾卓哉,AIとデータが拓くスポーツスポンサーシップ分析の未来セッション登壇,鹿島アントラーズ、千葉ジェッツ、東芝ブレイブルーパスの登壇決定！スポーツビジネスカンファレンス「HALF TIMEカンファレンス2025 Vol.2」 12月16日(火)開催,2025-12-09,https://prtimes.jp/main/html/rd/p/000000038.000044192.html,部長
東芝ブレイブルーパス東京株式会社,,ゼネラルマネジャー,薫田真広,ラグビー大会解説者,高校ラグビー「春の王者」は？　全国高校選抜ラグビー大会　全39試合を「HANAZONO LIVE」で無料ライブ配信,2025-03-21,https://prtimes.jp/main/html/rd/p/000000596.000032749.html,マネジャー
東濃信用金庫,とうしん地域活力研究所,常勤理事,竹下浩司,地域金融機関と推進する地方創生のパネルディスカッション登壇,2月6日プロの日に『プロフェッショナルの祭典 2023』を開催！,2023-01-18,https://prtimes.jp/main/html/rd/p/000000185.000016557.html,マネジャー
株式会社東武百貨店,ＩＴ推進部,執行役員部長,新倉 哲郎,Redx クラウドPOS百貨店標準導入先の評価・コメント担当,「Redx(リデックス) クラウドPOS百貨店標準」を共同開発,2025-10-28,https://prtimes.jp/main/html/rd/p/000000108.000046420.html,部長
有限会社東邦ガス,営業計画部新商材開発グループ,マネジャー,嶋野純,NAGOYA BOOST DAY 2024の審査員,【名古屋市主催】新たなビジネスチャンス創出のためのピッチイベント「NAGOYA BOOST DAY 2024」の観覧者募集を開始しました‼,2025-01-17,https://prtimes.jp/main/html/rd/p/000000022.000059250.html,マネジャー
株式会社東北新社,,プロデューサー,溝渕浩司,映像制作プロデューサー,パルコ コーポレートメッセージ「SPECIAL IN YOU.」 第26弾 JACKSON kaki編 公開！,2026-03-31,https://prtimes.jp/main/html/rd/p/000003809.000003639.html,マネージャー
株式会社東北新社,,プロデューサー,渡部亮介,映像制作プロデューサー,パルコ コーポレートメッセージ「SPECIAL IN YOU.」 第26弾 JACKSON kaki編 公開！,2026-03-31,https://prtimes.jp/main/html/rd/p/000003809.000003639.html,マネージャー
株式会社東北新社,,プロデューサー,青石陽羽,映像制作プロデューサー,パルコ コーポレートメッセージ「SPECIAL IN YOU.」 第26弾 JACKSON kaki編 公開！,2026-03-31,https://prtimes.jp/main/html/rd/p/000003809.000003639.html,マネージャー
株式会社東北新社,,プロダクションマネージャー,遠藤里紗,制作管理,パルコ コーポレートメッセージ「SPECIAL IN YOU.」 第26弾 JACKSON kaki編 公開！,2026-03-31,https://prtimes.jp/main/html/rd/p/000003809.000003639.html,マネージャー
株式会社東北新社,,クリエイティブ・アドバイザー,中島信也,第3回日本ロケ弁大賞審査委員長,あなたの一票が大賞を決める！「第3回 日本ロケ弁大賞」審査委員が決定！,2026-03-18,https://prtimes.jp/main/html/rd/p/000000224.000007949.html,部長
株式会社読売新聞社,,特別編集委員,橋本五郎,聞き手として本書作成に関与,安倍元首相が凶弾に斃（たお）れて、4年 『安倍晋三 回顧録』英訳版電子書籍を発売,2026-07-08,https://prtimes.jp/main/html/rd/p/000000096.000065430.html,部長
株式会社読売新聞社,論説,論説副委員長,尾山宏,聞き手・構成として本書作成に関与,安倍元首相が凶弾に斃（たお）れて、4年 『安倍晋三 回顧録』英訳版電子書籍を発売,2026-07-08,https://prtimes.jp/main/html/rd/p/000000096.000065430.html,部長
株式会社読売新聞社,,,北村滋,監修として本書作成に関与,安倍元首相が凶弾に斃（たお）れて、4年 『安倍晋三 回顧録』英訳版電子書籍を発売,2026-07-08,https://prtimes.jp/main/html/rd/p/000000096.000065430.html,部長
株式会社読売新聞東京本社,編集局地方部,次長兼地方部長,村井正美,選考委員として教育実践論文の評価,【子どもの笑顔があふれる教室へーーあなたの教育実践・研究を聞かせてください】第24回学事出版教育文化賞、論文募集開始！,2026-05-13,https://prtimes.jp/main/html/rd/p/000000080.000083442.html,部長
株式会社読売新聞東京本社,編集局デジタル編集部,部長,十郎浩史,SmartNews Awards 2025大賞受賞スピーチ登壇者,＜イベントレポート＞SmartNews Media Partner Conference 2026 — AI時代におけるパブリッシャーとの「共進化」,2026-03-18,https://prtimes.jp/main/html/rd/p/000000731.000007945.html,部長
株式会社読売新聞東京本社,編集局社会部,局次長兼社会部長,竹原興,未来遺産委員会委員,「プロジェクト未来遺産2025」に5プロジェクトの登録が決定！　～地域の“たからもの”を100年後の子どもたちへ～,2025-12-23,https://prtimes.jp/main/html/rd/p/000000068.000070574.html,部長
株式会社読売新聞東京本社,編集局文化部,次長,清川 仁,JASRAC音楽文化賞選考委員,日本音楽著作権協会（JASRAC）は、第12回JASRAC音楽文化賞を発表しました,2025-11-18,https://prtimes.jp/main/html/rd/p/000000102.000071197.html,部長
株式会社読売新聞東京本社,読売KODOMO新聞,編集長,新庄秀規,講評者として登壇,小学生が“SDGsの目標期限となる2030年の夏に、みんなが快適に暮らすためのアイデア”を発表「小学生SDGsサミット2021」閉幕,2021-06-28,https://prtimes.jp/main/html/rd/p/000000039.000034365.html,マネジャー
株式会社読売新聞東京本社,メディア局,専門委員,松井正,イベント登壇者およびモデレーター,キメラ、2020年3月18日にイベント「メディアのサブスクリプション戦略最前線」をオンライン開催,2020-03-02,https://prtimes.jp/main/html/rd/p/000000015.000014379.html,マネジャー
内閣官房,デジタル行財政改革会議事務局,参事官,折田 裕幸,基調講演登壇者,＜限定公開・アーカイブ視聴受付中＞自治体DXの現在地と未来「SAP Concur Fusion Exchange 2026 Public Day」オンデマンド配信を開始,2026-07-09,https://prtimes.jp/main/html/rd/p/000000566.000036930.html,部長
内閣官房,日本成長戦略本部事務局,内閣参事官,三浦一央,第1部講演登壇者、戦略17分野の官民投資ロードマップについて,内閣官房・デジタル庁・総務省が集結。シェアエコ協会主催MeetupにTRUSTDOCK代表・千葉の登壇が決定,2026-04-08,https://prtimes.jp/main/html/rd/p/000000385.000033766.html,課長
内閣官房,地域未来戦略本部事務局,参事官,大瀧洋,第1部講演登壇者、地域未来戦略について,内閣官房・デジタル庁・総務省が集結。シェアエコ協会主催MeetupにTRUSTDOCK代表・千葉の登壇が決定,2026-04-08,https://prtimes.jp/main/html/rd/p/000000385.000033766.html,課長
内閣官房,デジタル行財政改革会議事務局,次長,吉田宏平,基調講演登壇者,【来週2/18開催】ベテランの経験と勘をAIで継承可能な資産に変える「地方自治体インフラAXサミット 2026」,2026-02-13,https://prtimes.jp/main/html/rd/p/000000259.000045963.html,課長
内閣官房,地域未来戦略本部事務局,参事官,大瀧 洋,国の政策紹介セミナー登壇者,「一般社団法人 企業✕ふるさと推進機構」主催のイベントを開催,2025-12-24,https://prtimes.jp/main/html/rd/p/000000756.000033845.html,課長
内閣官房,新しい地方経済・生活環境創生本部事務局,企画官,西内 康,事例共有会への来賓,パーソルキャリア、全国の地域金融機関が取り組む人材事業の事例共有会（2025年度）を開催,2025-11-11,https://prtimes.jp/main/html/rd/p/000000939.000022215.html,部長
内閣官房,新しい地方経済・生活環境創生本部事務局,参事官補佐,廣瀬 瑛彦,事例共有会への来賓,パーソルキャリア、全国の地域金融機関が取り組む人材事業の事例共有会（2025年度）を開催,2025-11-11,https://prtimes.jp/main/html/rd/p/000000939.000022215.html,部長
内閣官房,国家サイバー統括室,内閣審議官,中溝 和孝,官公庁講演登壇者,総務省、経済産業省、防衛省、国家サイバー統括室、デジタル庁より審議官など責任者が10/28(火) JAPANSecuritySummit 2025 オープニングデイ に登壇決定!,2025-10-06,https://prtimes.jp/main/html/rd/p/000000178.000030782.html,部長
内閣官房,国家サイバー統括室,参事官補佐,宇仁 伸吾,サイバー対処能力強化に関する講演,「サイバーセキュリティ政策最新動向2025」と題して、内閣官房 宇仁氏/警察庁 岩崎氏/金融庁 香村氏/総務省 鮫島氏/経済産業省 小山氏によるセミナーを2025年10月28日（火）に開催!!,2025-09-26,https://prtimes.jp/main/html/rd/p/000004017.000032407.html,課長
内閣官房,,参与（地方経済活性化担当）,間宮淑夫,日本の医療の未来を考える会リポート登壇者,医療情報誌 月刊『集中』2025年９月号 巻頭インタビュー 田中栄・東京大学医学部附属病院 病院長／集中OPINION 宿利正史・⼀般財団法⼈運輸総合研究所 会長 他,2025-09-01,https://prtimes.jp/main/html/rd/p/000000137.000096694.html,部長
内閣官房,新しい地方経済・生活環境創生本部事務局　ビッグデータチーム,企画官,伊藤 尚志,オリエンテーション講演者,【参加者募集！8月27日(水)、9月3日(水)】自治体通信 LOCAL SUMMIT 2025「中央省庁と描く持続可能な未来へのロードマップ#エネルギー #都市計画 #災害対策 #こども #医療福祉」,2025-07-24,https://prtimes.jp/main/html/rd/p/000000326.000021299.html,課長
内閣官房,防災庁設置準備室,主査,村上 周平,防災庁設置に向けた検討状況等についての講演者,【参加者募集！8月27日(水)、9月3日(水)】自治体通信 LOCAL SUMMIT 2025「中央省庁と描く持続可能な未来へのロードマップ#エネルギー #都市計画 #災害対策 #こども #医療福祉」,2025-07-24,https://prtimes.jp/main/html/rd/p/000000326.000021299.html,課長
内閣官房,新しい地方経済・生活環境創生本部事務局,参事官補佐,宮川 惇,地方創生2.0推進施策に関する講演,「地方創生2.0推進施策とビジネス展望」と題して、内閣官房 宮川 惇氏/総務省 前田 茂人氏/株式会社日本総合研究所 井村 圭氏によるセミナーを2025年6月23日（月）に開催!!,2025-05-20,https://prtimes.jp/main/html/rd/p/000003794.000032407.html,マネジャー
内閣官房,デジタル田園都市国家構想実現会議事務局,企画官,安達裕介,基調講演登壇者,JTBが「地域の未来を創る　地方創生セミナー」をオンラインで開催,2024-10-04,https://prtimes.jp/main/html/rd/p/000001253.000031978.html,課長
内閣官房,,副長官,村井 英樹,基調講演登壇者・新しい資本主義実現本部事務局長,【9/12開催速報】「生成AI時代のリスキリングサミット2024」基調講演レポート,2024-09-12,https://prtimes.jp/main/html/rd/p/000000051.000093899.html,課長
内閣官房,デジタル行財政改革会議事務局 兼 デジタル田園都市国家構想事務局,内閣参事官,小林 剛也,登壇者,沖縄を舞台に「発掘」「連携」「交流」の新しい一歩を踏み出す「沖縄イノベーションカンファレンス」2/29に開催へ,2024-02-19,https://prtimes.jp/main/html/rd/p/000000038.000086707.html,課長
内閣官房,デジタル田園都市国家構想実現事務局,,中村智瑛,トークセッション登壇者,【山梨県都留市】「生涯活躍のまち」推進に向け、「まちのtoolbox」がビジネスプランコンテスト第4回を開催、最優秀賞が決定いたしました。,2023-12-14,https://prtimes.jp/main/html/rd/p/000000008.000062989.html,課長
内閣官房,デジタル田園都市国家構想実現会議事務局 ビッグデータチーム,企画官,角田 憲亮,基調講演登壇者,地域課題解決のためのデータ利活⽤～過去の勘・経験・思い込みからEBPMへの転換～を11⽉16⽇（⽊）オンライン開催,2023-11-06,https://prtimes.jp/main/html/rd/p/000000344.000036930.html,課長
内閣官房,デジタル田園都市国家構想実現会議事務局,審議官,布施田 英生,デジタル田園都市国家構想における地域脱炭素の位置付けと支援内容の説明,【デジタル田園都市国家構想ウェビナー第1弾】地域脱炭素で実現する地域経済の活性化～地域資源を活かした構想のヒント～を７月４日（火）オンライン開催,2023-06-27,https://prtimes.jp/main/html/rd/p/000000305.000036930.html,課長
内閣官房,デジタル田園都市国家構想実現会議事務局 内閣府地方創生推進事務局,参事官補佐,塗師木太一,自治体DXの新たな一手セッションの登壇者,人事院人事官伊藤かつら氏やテック系YouTuber mikimiki氏ら登壇決定！-日本DX大賞2023決勝大会特別セッション公開、DXに関連する注目セッション目白押し！-,2023-06-12,https://prtimes.jp/main/html/rd/p/000000015.000115435.html,課長
内閣官房,内閣サイバーセキュリティセンター 基本戦略総括グループ,参事官補佐,武田 朋大,我が国のサイバーセキュリティ政策についての講師,「サイバーセキュリティ政策最新動向」と題して、内閣官房 武田 朋大氏/警察庁 市原 慎介氏/総務省 広瀬 一朗氏/経済産業省 佐藤 秀紀氏によるセミナーを2023年7月11日（火）に開催!!,2023-06-01,https://prtimes.jp/main/html/rd/p/000002638.000032407.html,課長
内閣官房,デジタル田園都市国家構想実現会議事務局,審議官,内田 幸雄,基調講演の登壇者,「地域の産業と暮らしをアップデートする自治体DXウェビナー」を２月８日（水）オンライン開催,2023-01-27,https://prtimes.jp/main/html/rd/p/000000251.000036930.html,課長
内閣官房,小型無人機等対策推進室,内閣参事官,小熊 弘明,ドローンの現状と今後の展望に関する講師,「令和5年度 ドローン関連政策最新動向」と題して東京大学 鈴木氏、国土交通省 梅澤氏、経済産業省 宇田氏、内閣官房 小熊氏、国土交通省 伊藤氏のセミナーを2022年12月16日（金）に開催!!,2022-11-11,https://prtimes.jp/main/html/rd/p/000002275.000032407.html,課長
株式会社南紀白浜エアポート,誘客・地域活性化室,室長,森重 良太,地域魅力訴求者～南紀白浜・紀伊田辺～,日本ワーケーション協会公認・ワーケーションコンシェルジュを18名増員、計27名に,2021-08-04,https://prtimes.jp/main/html/rd/p/000000004.000063857.html,マネジャー
南都キャピタルパートナーズ株式会社,,,宇治 弘晃,メンター・コメンテーターVC,ベンチャーキャピタルが持つ事業アイデアを元に、参加者でビジネスプランをカタチにする『VC アイデアソン』の募集を開始,2025-10-08,https://prtimes.jp/main/html/rd/p/000000005.000153098.html,マネージャー
株式会社南都銀行,審査部 事業活性化支援室,事業活性化支援室長,菊岡,現場常駐型支援と協調投資による早期再生のセッション登壇者,全国の金融機関・支援機関が集結「事業承継・M&A・事業再生の“これから”を議論」,2026-01-27,https://prtimes.jp/main/html/rd/p/000000028.000100563.html,部長
尼崎信用金庫,価値創造事業部 法人ソリューショングループ,副部長,俣野 耕一郎,昨年度受賞企業の登壇者,環境省「第7回 ESGファイナンス・アワード・ジャパン」公募説明会の開催について,2025-08-29,https://prtimes.jp/main/html/rd/p/000000151.000020489.html,部長
株式会社日テレアックスオン,企画戦略センター兼 AI Studio,,足立 華子,セッション登壇者,ボーンデジタル、VookとCG・映像業界向け無料オンラインカンファレンス『W Creators Conference 「働き続けられない」問題を解決する』を4月21日（火）に共同開催！,2026-04-10,https://prtimes.jp/main/html/rd/p/000000238.000073594.html,マネージャー
日揮ホールディングス株式会社,,専務執行役員 TCO,秋鹿 正敬,サファイア スカイ エナジー代表者,国内初となる国産SAF大規模製造設備の竣工式を開催,2025-03-07,https://prtimes.jp/main/html/rd/p/000000188.000098598.html,課長
株式会社 日経BP,日経マネー編集部,編集委員,大口克人,お金のマンガおじさんとしてのイベント出演,関西初開催！日経マネーの資産運用イベント「日経マネー資産運用＆IRフォーラム in 関西2026」開催,2026-07-03,https://prtimes.jp/main/html/rd/p/000000010.000131849.html,部長
株式会社 日経BP,日経マネー編集部,編集長,武田安恵,イベント開催の編集責任者,関西初開催！日経マネーの資産運用イベント「日経マネー資産運用＆IRフォーラム in 関西2026」開催,2026-07-03,https://prtimes.jp/main/html/rd/p/000000010.000131849.html,部長
株式会社 日経BP,日経メディカル,編集長,江本哲朗,2026年医療データ業界予測の寄稿者（メディアセクター）,【Medical Data Lab新年特別号】2026年医療データ業界予測を公開,2026-01-07,https://prtimes.jp/main/html/rd/p/000000149.000031630.html,部長
株式会社 日経BP,日経ビジネス,発行人,松井 健,審査員,「生成AI大賞2025」受賞結果を発表 グランプリは株式会社コロプラ、他７団体が受賞,2025-12-12,https://prtimes.jp/main/html/rd/p/000000015.000136396.html,部長
株式会社 日経BP,日経ビジネス,発行人,松井健,審査員,「生成AI大賞2025」受賞結果を発表　グランプリは株式会社コロプラ、他７団体が受賞,2025-12-12,https://prtimes.jp/main/html/rd/p/000000255.000041279.html,部長
株式会社 日経BP,日経クロステック編集,編集委員,木崎 健太郎,座談会モデレーター,「IIFES 2025」主催者企画・セミナーが出揃う,2025-11-07,https://prtimes.jp/main/html/rd/p/000000007.000164214.html,マネージャー
有限会社日経ビジネス,,副編集長,堀越功,本選大会の有識者審査員,【WICON 2025】本選大会・表彰式2026年3月11日(水)に東京大学・伊藤謝恩ホールで開催！,2026-02-10,https://prtimes.jp/main/html/rd/p/000000012.000140586.html,課長
日建設計株式会社,イノベーションデザインセンター,,吉備友理恵,PYNTの企画・運営を担当し共創拠点に関するセッション登壇,知と文化のインキュベーション拠点「Unknown Unknown」が2026年2月に神保町で開業。2月7日、8日に「2020s」をテーマとしたオープニングパーティを開催,2026-01-16,https://prtimes.jp/main/html/rd/p/000000018.000109034.html,マネージャー
日産自動車,,理事／プログラムダイレクター,甲斐 大典,コネクテッドサービス・UX&SDVサミット登壇者,【10月8・9・10日の連続開催】クルマの価値創造へ向けた注目のカンファレンス｜ホンダ、日産、ソニー・ホンダモビリティ、BYD Auto Japan他から登壇,2025-09-08,https://prtimes.jp/main/html/rd/p/000000075.000028236.html,部長
日産自動車,SDV開発本部,エキスパートリーダー 兼 担当部長,村松 寿郎,コネクテッドサービス・UX&SDVサミット登壇者,【10月8・9・10日の連続開催】クルマの価値創造へ向けた注目のカンファレンス｜ホンダ、日産、ソニー・ホンダモビリティ、BYD Auto Japan他から登壇,2025-09-08,https://prtimes.jp/main/html/rd/p/000000075.000028236.html,部長
日産自動車,パワートレイン・EV技術開発本部,パワートレイン主管,仲田直樹,EV・電動化技術の講演登壇者,経済産業省、日産自動車、ZFジャパン、ENEOS、エンビジョンAESC他から講演多数 『ReVision電気自動車（EV）サミット』 5月18日開催,2023-05-10,https://prtimes.jp/main/html/rd/p/000000047.000028236.html,課長
日清食品株式会社,広報部、サステナビリティ推進室,広報部長 兼 サステナビリティ推進室長,花本 和弦,パネルディスカッション1パネラー,KPMGコンサルティング、【オンラインセミナー開催のお知らせ】Climate Tech Hub：ESG×気候変動 ～気候変動対応に向けたClimate Tech最前線,2021-12-02,https://prtimes.jp/main/html/rd/p/000000006.000088324.html,マネジャー
株式会社日本Ｍ＆Ａセンター,法務部,部長,横井 伸,法務分科会長として講演,【M&A支援機関協会】2月2日（月）に入会説明セミナーを開催,2026-01-27,https://prtimes.jp/main/html/rd/p/000000021.000134348.html,部長
株式会社日本Ｍ＆Ａセンター,,上席執行役員,久力 創,第一部講師,【茨城セミナー】年商100億超のゼネコン・鈴縫工業（日立市）鈴木代表が登壇！「企業をイノベーションするM&Aセミナー」開催,2025-07-18,https://prtimes.jp/main/html/rd/p/000000519.000081927.html,課長
株式会社日本Ｍ＆Ａセンター,経営企画部 経営企画課,課長,横山 逸郎,白書執筆者として記載,MAREC（中小M&A研究教育センター）による『中小M&A白書（2024‐25年版）』9月13日(金)発売,2024-09-13,https://prtimes.jp/main/html/rd/p/000000405.000081927.html,課長
日本アイ・ビー・エム株式会社,,自動車産業担当 CTO,川島 善之,コネクテッドサービス・UX&SDVサミット登壇者,【10月8・9・10日の連続開催】クルマの価値創造へ向けた注目のカンファレンス｜ホンダ、日産、ソニー・ホンダモビリティ、BYD Auto Japan他から登壇,2025-09-08,https://prtimes.jp/main/html/rd/p/000000075.000028236.html,部長
公益社団法人日本アクチュアリー会,,理事長,渡部 仁,基調講演登壇者,【武蔵野大学】【武蔵野大学×日本数学会・日本応用数理学会・統計関連学会連合】10月25日に数学・数理科学専攻若手研究者のための「異分野異業種研究交流会2025」を開催,2025-10-10,https://prtimes.jp/main/html/rd/p/000000309.000067788.html,課長
株式会社日本エイジェント,,常務執行役員,樋口孝幸,入居者対応のAI活用事例の登壇・発表,帝国不動産、独自AI基盤「ACAT」の実装事例を「賃貸AIテックDAY」で公開,2026-06-12,https://prtimes.jp/main/html/rd/p/000000168.000057958.html,課長
日本コロムビア株式会社,,エグゼクティブ・プロデューサー,原 維都子,審査委員,第41回 寬仁親王牌・彬子女王牌 童謡こどもの歌コンクール,2026-03-19,https://prtimes.jp/main/html/rd/p/000000432.000030888.html,部長
日本コンベンションサービス株式会社,営業企画室,マネージャー,伊藤ボン,オンラインイベント登壇者,日本コンベンションサービス　営業企画室　マネージャー　伊藤ボン氏が登壇！「MICEの実態と可能性」オンラインイベントを8/25に実施！,2021-08-17,https://prtimes.jp/main/html/rd/p/000000182.000047971.html,マネジャー
日本スマートパブリック株式会社,,大分県遠隔教育技術支援マネージャー,島方敏,パネルセッション登壇者,【登壇予定】AI時代の教育学会第7回年次大会・第10回日本アクティブ・ラーニング学会研究大会 合同大会 （2025札幌大会）,2025-09-26,https://prtimes.jp/main/html/rd/p/000000032.000139129.html,部長
日本タタ・コンサルタンシー・サービシズ株式会社,IoT&デジタルエンジニアリング統括本部,ディレクター,藤永和也,カンファレンス登壇者,ZENPORTが、10/23(木)開催 インド大使館×LOGISTICS TODAY共催「日印物流パートナーシップ新時代」に登壇,2025-10-16,https://prtimes.jp/main/html/rd/p/000000038.000014987.html,部長
公益財団法人日本デザイン振興会,,,吉田章絵,鳩サブレー1枚入缶セットのデザイン,アパレル大転換ー循環・再生・技術革新で挑む　月刊『事業構想』2026年6月号発売,2026-05-01,https://prtimes.jp/main/html/rd/p/000000551.000036930.html,課長
日本トランスオーシャン航空株式会社,,PR担当部長,ジンベーニョ,マスコット兼PR担当部長,【夢を応援する気持ちを、絵本に。】FC琉球マスコット・ジンベーニョの絵本『ジンベーニョのゆめ』がポプラ社より出版！Amazon・沖縄県内書店で8月5日（水）より一般発売開始,2026-07-06,https://prtimes.jp/main/html/rd/p/000000955.000014685.html,部長
日本ハム株式会社,加工事業本部マーケティング統括部マーケティング室ブランドマネジメント課,課長,岡村香里,シャウエッセン夜味のマーケティング担当・大賞受賞,日経クロストレンド「マーケター・オブ・ザ・イヤー2025」を発表,2025-10-03,https://prtimes.jp/main/html/rd/p/000000233.000041279.html,課長
日本ハム株式会社,加工事業本部ブランド推進室,マネージャー,加藤雄太,シャウエッセン夜味の味開発担当・大賞受賞,日経クロストレンド「マーケター・オブ・ザ・イヤー2025」を発表,2025-10-03,https://prtimes.jp/main/html/rd/p/000000233.000041279.html,課長
日本ヒューマンキャピタル株式会社,,,植木秀憲,ディスカッションのモデレーター,AIストーム共催｜開催直前！ 黒田 喜久氏が語るナスダック・ジャパン “あの時”の舞台裏,2025-10-16,https://prtimes.jp/main/html/rd/p/000000055.000007183.html,部長
公益社団法人日本プロサッカーリーグ,,執行役員 サステナビリティ領域担当,辻井 隆行,地域脱炭素フォーラムの登壇者,バイウィル 取締役 CSO 伊佐 陽介が環境省主催「地域脱炭素フォーラム2025 in 横浜」に登壇,2025-04-28,https://prtimes.jp/main/html/rd/p/000000264.000013100.html,マネジャー
日本マイクロソフト株式会社,パブリックセクター事業本部,副本部長,石山将,AIエージェント時代についてのワークショップ講師,（一社）教育AI活用協会、衆議院第一議員会館にて実施の「教育AIサミット2025」開催レポートを公開,2025-10-10,https://prtimes.jp/main/html/rd/p/000000012.000161501.html,マネジャー
日本マイクロソフト株式会社,,デジタルテクニカルスペシャリスト,河野 高也,セッション3講師,【オンラインセミナーのお知らせ】ESG時代のサステナブルサプライチェーン構築に求められる業務改革,2024-02-15,https://prtimes.jp/main/html/rd/p/000000173.000088324.html,マネジャー
日本マイクロソフト株式会社,モビリティサービス営業統括本部,インダストリー・スペシャリスト,藤巻 好子,サミット登壇講師,モビリティの進化にたずさわる講師32人が決定！ReVisionモビリティサミット3月2日・3日開催,2022-02-16,https://prtimes.jp/main/html/rd/p/000000035.000028236.html,マネジャー
日本マクドナルド,ソーシャル インパクト部,部長,牧 陽子,セミナー登壇者（キャリアデザイン）,自分らしく輝く、すべてのワーキングウーマンのための総合イベント　「WOMAN EXPO 2026 Summer」、今週末6月6日（土）、渋谷ヒカリエで開催参加の事前申込（無料）を受付中！,2026-06-01,https://prtimes.jp/main/html/rd/p/000003408.000012949.html,部長
日本マクドナルド,,,杉林 隆彦,カンファレンスパネルディスカッション登壇者,デジタル副大臣・元Google戦略パートナーシップ統括・元日立CIOの登壇が決定、AI社会実装のキーパーソンが集うカンファレンス,2026-04-28,https://prtimes.jp/main/html/rd/p/000000184.000023636.html,マネージャー
日本銀行,金融機構局 金融高度化センター,センター長,須藤 直,基調講演登壇者,「デジタルバンキング展」（DBX2026）～パーソナライズと組込型金融が創る未来に迫る～を開催,2026-03-05,https://prtimes.jp/main/html/rd/p/000000013.000069187.html,部長
日本銀行,金融機構局金融高度化センター,企画役,北村佳之,金融機関と行政が連携したまちづくりのポイント発表,＜内閣府地方創生推進事務局主催＞第２回中心市街地活性化プラットフォーム・オンラインセミナー『中心市街地活性化×金融機関によるまちづくり』参加募集【12月18日（木）開催】,2025-12-03,https://prtimes.jp/main/html/rd/p/000000017.000066332.html,部長
日本銀行,FinTech副センター,副センター長,鳩貝淳一郎,書籍著者として参画,『Web3・暗号資産 13人の未来予測』が本日発売 ーメディアCoinDesk JAPAN運営の神本侑季が編著,2025-08-20,https://prtimes.jp/main/html/rd/p/000000049.000047016.html,課長
日本銀行,発券局 総務課,課長,荒川和彦,基調講演講演者,～7月3日を新たに新紙幣発行記念日に／ゆかりの3団体が制定～深谷市『渋沢栄一 一万円札発行1周年記念イベント』開催,2025-06-19,https://prtimes.jp/main/html/rd/p/000000066.000039145.html,課長
日本銀行,,理事,清水 季子,パネルディスカッション登壇者,一般社団法人東京国際金融機構（FinCity.Tokyo）主催「FinCity Global Forum　トランジションファイナンス・東京の挑戦」を2023年2月2日に開催いたします。,2023-01-24,https://prtimes.jp/main/html/rd/p/000000010.000090638.html,課長
日本経済新聞社,編集局,副グループ長兼筆頭デスク,星 正道,講座講師（企業広報に求められる視点）,パブリックリレーションズ入門Web講座2025【7月15日（水）から販売開始,2026-07-15,https://prtimes.jp/main/html/rd/p/000000012.000165543.html,部長
日本経済新聞社,日経MJ編集部,編集長,永井伸雄,ペット消費トレンドと猫ノミクスセミナーの講演者,猫向け特別エリア「インターキャッツ」が登場,2026-05-14,https://prtimes.jp/main/html/rd/p/000000106.000039004.html,部長
日本経済新聞社,メディアビジネス コンテンツデザインユニット,部長,黒沼 晋,社会構想研究科院生代表,社会構想大学院大学 2026年度入学式を挙行 多様な社会人院生が全国から集結,2026-04-07,https://prtimes.jp/main/html/rd/p/000000548.000036930.html,部長
日本経済新聞社,編集 総合解説センター,シニア・プロデューサー,柴山重久,パネルディスカッションモデレーター,補助金クラウド、金融庁・日経新聞主催 「FIN/SUM NEXT｜AI×ブロックチェーンが創る 新金融エコシステム」に登壇,2026-03-02,https://prtimes.jp/main/html/rd/p/000000297.000028016.html,課長
日本経済新聞社,メディアビジネス 広告コミュニケーションユニット,ユニット長,菊原周平,COP30セッション主催者挨拶,Earth hacks代表取締役社長 関根澄人がCOP30に登壇,2025-12-19,https://prtimes.jp/main/html/rd/p/000000117.000122970.html,部長
日本経済新聞社,総合解説センター,編集委員,堤 篤史,JASRAC音楽文化賞選考委員,日本音楽著作権協会（JASRAC）は、第12回JASRAC音楽文化賞を発表しました,2025-11-18,https://prtimes.jp/main/html/rd/p/000000102.000071197.html,部長
日本経済新聞社,ライフ＆キャリアビジネス,統括補佐兼特命担当,上杉栄美,Session7登壇者,参加者1万人、満足度4.4超──経営・人事カンファレンス「HR Transformation Summit 2025」を開催しました,2025-11-12,https://prtimes.jp/main/html/rd/p/000000551.000006682.html,部長
